Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? HYD ? COK,14:55,22:30,7h 35m,1 stop,No info,6805
GoAir,18/06/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,3419
Air Asia,9/06/2019,Banglore,Delhi,BLR ? DEL,23:55,02:45 10 Jun,2h 50m,non-stop,No info,7120
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,10:55 22 May,17h 55m,1 stop,No info,14151
Air India,21/06/2019,Mumbai,Hyderabad,BOM ? HYD,06:20,07:40,1h 20m,non-stop,No info,3100
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,14:25 25 May,21h 25m,1 stop,No info,12121
SpiceJet,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No info,2017
SpiceJet,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,2647
IndiGo,12/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:05,22:25,5h 20m,1 stop,No info,6147
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,04:25 02 Jun,10h,2 stops,No info,14237
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,09:20 13 Jun,12h 10m,1 stop,No info,13044
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,19:00,16h 45m,1 stop,No info,15554
SpiceJet,9/04/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No info,4423
Air India,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:00,07:40 07 Jun,10h 40m,1 stop,No info,8372
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,23:35 19 May,27h 35m,1 stop,In-flight meal not included,10844
Vistara,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,18:50 19 May,25h 50m,1 stop,No info,9555
Air India,15/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,17:15,09:25 16 May,16h 10m,2 stops,No info,8839
Air India,6/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,18:30 07 May,30h 30m,2 stops,No info,10151
Air India,12/05/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,05:35 13 May,20h 10m,2 stops,No info,11432
SpiceJet,15/04/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,4319
Air India,6/06/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,18:30 07 Jun,30h 30m,2 stops,No info,9626
Air India,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:30,20:25 19 May,26h 55m,1 stop,No info,10623
Jet Airways,18/04/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,No info,9564
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,No info,14781
Jet Airways,15/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,7229
IndiGo,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 28 Jun,8h,1 stop,No info,5684
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,05:45,09:20 19 May,27h 35m,1 stop,No info,14388
SpiceJet,18/04/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,5515
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,22:05 10 Jun,25h 40m,1 stop,No info,12692
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,9h 35m,1 stop,In-flight meal not included,9314
SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,3873
SpiceJet,21/04/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 22 Apr,2h 20m,non-stop,No check-in baggage included,4807
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,14848
IndiGo,24/04/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,12:10,7h 5m,1 stop,No info,6171
SpiceJet,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,10539
Air Asia,1/06/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,4483
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,13h 15m,1 stop,No info,8371
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:55,04:25 07 Mar,14h 30m,1 stop,No info,15764
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,10844
Air India,18/05/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,16:50,05:35 19 May,12h 45m,2 stops,No info,11642
IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,4423
Vistara,15/06/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,4878
SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,non-stop,No info,2227
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,18:15 16 May,25h 45m,1 stop,In-flight meal not included,10844
Air Asia,3/04/2019,Kolkata,Banglore,CCU ? BLR,19:55,22:25,2h 30m,non-stop,No info,4107
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,10:50 25 Mar,27h 40m,1 stop,No info,11262
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,12:35 04 Jun,22h 35m,1 stop,In-flight meal not included,10262
Jet Airways,18/05/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544
Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,6144
GoAir,15/03/2019,Banglore,New Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,5706
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BDQ ? DEL,05:50,12:20,6h 30m,1 stop,In-flight meal not included,5853
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? PNQ ? BLR,06:30,20:50,14h 20m,2 stops,In-flight meal not included,10118
Air India,1/05/2019,Kolkata,Banglore,CCU ? BOM ? AMD ? BLR,09:25,05:25 02 May,20h,2 stops,No info,14687
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,In-flight meal not included,9254
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 02 Jun,18h 45m,2 stops,In-flight meal not included,10368
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,No info,14571
Jet Airways,1/06/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,7229
IndiGo,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,21:00,14h 20m,1 stop,No info,6093
Multiple carriers,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,16023
IndiGo,6/06/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,3597
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,23:25,16h 55m,1 stop,In-flight meal not included,8824
IndiGo,9/03/2019,Delhi,Cochin,DEL ? BLR ? COK,02:00,07:45,5h 45m,1 stop,No info,7060
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,13:55,09:15 25 Mar,19h 20m,1 stop,No info,14231
Jet Airways,24/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4544
Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:05,18:50 10 Mar,27h 45m,1 stop,No info,16289
IndiGo,3/03/2019,Kolkata,Banglore,CCU ? BLR,10:10,12:55,2h 45m,non-stop,No info,6565
IndiGo,21/06/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,3597
Air India,6/05/2019,Delhi,Cochin,DEL ? MAA ? COK,20:40,09:25 07 May,12h 45m,1 stop,No info,7480
Vistara,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,10:45 13 May,17h 45m,1 stop,No info,9922
Jet Airways,27/05/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,7229
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,12:35 16 Jun,16h 35m,2 stops,No info,14300
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,04:25 28 Mar,26h 10m,1 stop,No info,12242
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:00,7h 35m,1 stop,No info,10678
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,In-flight meal not included,9450
IndiGo,6/04/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 07 Apr,2h 40m,non-stop,No info,4174
Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4544
IndiGo,15/05/2019,Kolkata,Banglore,CCU ? MAA ? BLR,17:35,22:15,4h 40m,1 stop,No info,5386
Jet Airways,24/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:00 25 May,23h 50m,2 stops,No info,15129
IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:30,8h 10m,1 stop,No info,6412
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,04:25 29 Jun,29h 20m,2 stops,No info,15339
Jet Airways,24/03/2019,Banglore,New Delhi,BLR ? DEL,02:00,04:45,2h 45m,non-stop,No info,7229
Vistara,1/06/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,2h 50m,non-stop,No info,4878
Air Asia,6/04/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,3807
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,12:35 19 May,19h 5m,1 stop,In-flight meal not included,12373
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,No info,14571
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,04:25 13 Jun,8h 40m,1 stop,In-flight meal not included,10262
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,19:00 10 Jun,22h 5m,1 stop,In-flight meal not included,10577
Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,20:55,22:55 07 Mar,26h,1 stop,No info,12395
SpiceJet,27/04/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No check-in baggage included,3841
Air Asia,3/06/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,15:45,7h 50m,1 stop,No info,8759
IndiGo,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,15:30,10h 45m,1 stop,No info,7738
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:30 19 May,10h 30m,1 stop,No info,7503
IndiGo,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,01:30 04 Jun,14h 5m,1 stop,No info,5883
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 13 Jun,13h 20m,1 stop,No info,12692
IndiGo,15/04/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,2h 50m,non-stop,No info,4823
SpiceJet,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No info,2017
Air India,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 13 Jun,19h 40m,2 stops,No info,8603
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,5769
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,18:15 02 Apr,23h 20m,1 stop,No info,12681
SpiceJet,24/06/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No info,3625
IndiGo,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,01:30 10 May,16h 15m,1 stop,No info,8854
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,1h 30m,non-stop,No info,2754
Air India,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,8372
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,12:35 13 Jun,20h 35m,1 stop,In-flight meal not included,10262
Air India,3/03/2019,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,10810
IndiGo,15/06/2019,Chennai,Kolkata,MAA ? CCU,05:15,07:40,2h 25m,non-stop,No info,3540
Jet Airways,6/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,10:30,13:20,2h 50m,non-stop,No info,6860
Air Asia,27/04/2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,22:25,5h 40m,1 stop,No info,6451
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,15:05 07 May,18h 40m,1 stop,No info,13067
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,18:00 07 May,25h,1 stop,No info,11467
Air India,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,10203
Air Asia,12/03/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 13 Mar,2h 30m,non-stop,No info,4082
Air India,21/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,13276
Jet Airways,09/03/2019,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,08:55,15:55,7h,2 stops,No info,23001
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,20:45 07 Jun,25h 50m,1 stop,In-flight meal not included,10844
IndiGo,27/06/2019,Banglore,Delhi,BLR ? DEL,18:55,21:50,2h 55m,non-stop,No info,4990
Jet Airways,09/03/2019,Banglore,New Delhi,BLR ? BDQ ? DEL,05:50,15:00,9h 10m,1 stop,In-flight meal not included,10037
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 07 May,8h 40m,1 stop,No info,14388
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,non-stop,No info,7303
Air India,3/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,19:15 04 Mar,21h 45m,2 stops,No info,12287
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844
Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,19:00,7h 20m,1 stop,No info,9794
IndiGo,6/06/2019,Kolkata,Banglore,CCU ? MAA ? BLR,06:20,10:20,4h,1 stop,No info,4226
IndiGo,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,01:35 22 Mar,14h 5m,1 stop,No info,7318
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,08:15 13 Jun,12h 15m,1 stop,In-flight meal not included,8529
Air India,12/06/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,18:30 13 Jun,30h 30m,2 stops,No info,9416
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,09:35,12:35 04 Jun,27h,2 stops,In-flight meal not included,11507
Air India,1/04/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,08:55 02 Apr,16h 10m,2 stops,No info,9920
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,16:10,9h,1 stop,No info,7038
GoAir,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,12:55,5h 55m,1 stop,No info,4959
Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,No info,5678
Jet Airways,9/06/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,In-flight meal not included,7229
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,7064
IndiGo,6/04/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,2h 50m,non-stop,No info,4823
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,14571
IndiGo,27/03/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:20,2h 45m,non-stop,No info,4148
Air India,24/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,01:20 25 May,15h 20m,2 stops,No info,13873
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,12:35 25 Jun,23h 35m,1 stop,In-flight meal not included,10262
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:00 22 May,23h 50m,2 stops,No info,15129
Multiple carriers,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,01:30 10 Apr,13h 50m,1 stop,No info,6645
IndiGo,1/05/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4804
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? STV ? DEL,11:20,15:25,4h 5m,1 stop,No info,5746
GoAir,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,05:55,13:35,7h 40m,1 stop,No info,5199
IndiGo,18/03/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,4332
IndiGo,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,9h 35m,1 stop,No info,6416
Air India,18/03/2019,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,06:45,16:20,9h 35m,2 stops,No info,12935
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,20:20,11h 25m,1 stop,In-flight meal not included,7832
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40 02 May,12h 10m,1 stop,In-flight meal not included,8586
Jet Airways,24/06/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,5769
Jet Airways,21/05/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,8040
Vistara,6/03/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,12411
Air India,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,21:50,12h 25m,1 stop,No info,8366
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,7354
Air India,01/03/2019,Banglore,New Delhi,BLR ? CCU ? GAU ? DEL,11:05,22:10,11h 5m,2 stops,Change airports,13576
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:00,9h 45m,1 stop,No info,11622
Air India,6/06/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,23:15,17h 25m,2 stops,No info,12723
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,23:25,15h,1 stop,No info,13759
IndiGo,15/05/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6412
IndiGo,27/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,08:35,21:20,12h 45m,2 stops,No info,6494
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,non-stop,No info,5678
Air India,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,11:10 13 May,25h 45m,1 stop,No info,8891
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,18:50 04 Mar,21h,1 stop,No info,17024
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,19:00,9h 20m,2 stops,In-flight meal not included,10368
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,18:15 10 Jun,22h 15m,1 stop,No info,14571
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,15:15,8h 15m,1 stop,In-flight meal not included,7832
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,22:05,12h 30m,1 stop,No info,14151
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:45,19:15,8h 30m,1 stop,No info,7154
Air Asia,15/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:35,19:25,11h 50m,1 stop,No info,5192
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,01:35 07 Mar,10h 30m,2 stops,No info,21483
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40 07 Jun,12h 10m,1 stop,In-flight meal not included,6812
IndiGo,03/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,19:35,00:35 07 Mar,5h,1 stop,No info,13292
IndiGo,9/04/2019,Kolkata,Banglore,CCU ? BLR,22:15,00:50 10 Apr,2h 35m,non-stop,No info,4174
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,12:35 28 Jun,17h 25m,2 stops,In-flight meal not included,11150
IndiGo,24/04/2019,Delhi,Cochin,DEL ? BLR ? COK,17:05,22:15,5h 10m,1 stop,No info,5912
Air India,27/06/2019,Delhi,Cochin,DEL ? BLR ? COK,13:30,23:00,9h 30m,1 stop,No info,8907
Air India,09/03/2019,Banglore,New Delhi,BLR ? GOI ? DEL,17:00,03:40 13 Mar,10h 40m,1 stop,No info,8767
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:45,04:25 28 Mar,8h 40m,1 stop,No info,12242
Air India,24/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,04:40 25 May,9h 40m,1 stop,No info,6327
SpiceJet,24/05/2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,15058
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,18:25 13 Mar,23h 30m,1 stop,In-flight meal not included,11087
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 10 May,8h 40m,1 stop,No info,13941
SpiceJet,1/06/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,7317
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:00 10 May,23h 50m,2 stops,No info,15129
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 25 May,12h 55m,1 stop,In-flight meal not included,9663
IndiGo,24/04/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,5065
Air India,27/06/2019,Delhi,Cochin,DEL ? BLR ? COK,09:45,23:00,13h 15m,1 stop,No info,8907
SpiceJet,21/03/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:30,2h 30m,non-stop,No info,4148
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,7h,1 stop,No info,13587
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 07 Jun,6h 35m,1 stop,In-flight meal not included,10262
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,08:15 16 Mar,18h 10m,1 stop,No info,12284
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,16:20 16 May,21h 25m,1 stop,No info,14781
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,09:20 19 May,24h 55m,1 stop,In-flight meal not included,9663
IndiGo,01/03/2019,Banglore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,non-stop,No info,19685
Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,23:15,13h 15m,1 stop,No info,10203
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,04:40 16 May,22h 10m,1 stop,No info,13941
Air India,01/03/2019,Banglore,New Delhi,BLR ? DEL,21:10,23:55,2h 45m,non-stop,No info,25703
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,04:25 10 Jun,14h 25m,1 stop,In-flight meal not included,10262
SpiceJet,1/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543
SpiceJet,6/04/2019,Kolkata,Banglore,CCU ? BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,15554
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,19:50,5h 45m,1 stop,In-flight meal not included,10844
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,14:25 13 Jun,21h 25m,1 stop,No info,12692
Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
Air India,15/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,9601
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 16 Jun,12h 30m,1 stop,No info,13377
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,18:10 25 Mar,23h 15m,1 stop,In-flight meal not included,11134
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:55,21:00,12h 5m,1 stop,No info,8055
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,04:25 28 Mar,10h 55m,1 stop,No info,12242
Air India,09/03/2019,Banglore,New Delhi,BLR ? COK ? DEL,22:00,23:20 13 Mar,25h 20m,1 stop,No info,8425
